symbol,security,country,gics_sector,gics_sub_industry,categories
MCAC,Monterey Capital Acquisition Corporation,United States,Finance,Blank Checks,
MCAF,Mountain Crest Acquisition Corp. IV,United States,Finance,Blank Checks,
MCAG,Mountain Crest Acquisition Corp. V,United States,Finance,Blank Checks,
MCB,Metropolitan Bank Holding Corp.,United States,Finance,Major Banks,
MCBC,Macatawa Bank Corporation,United States,Finance,Major Banks,
MCBS,MetroCity Bankshares,United States,Finance,Major Banks,"[""Companies listed on the Nasdaq"", ""Banks established in 2014"", ""Banks based in Georgia (U.S. state)"", ""Companies based in Doraville, Georgia"", ""Korean American banks""]"
MCD,McDonald's Corporation,United States,Consumer Discretionary,Restaurants,"[""McDonald's| "", ""1940 establishments in California"", ""American companies established in 1955"", ""Companies based in Cook County, Illinois"", ""Companies in the Dow Jones Industrial Average"", ""Companies listed on the New York Stock Exchange"", ""Companies listed on the Tokyo Stock Exchange"", ""Fast-food chains of the United States"", ""Fast-food franchises"", ""Fast-food hamburger restaurants"", ""Multinational food companies"", ""Restaurant chains in the United States"", ""Restaurants established in 1940"", ""Restaurants established in 1955"", ""1955 establishments in Illinois"", ""1940 establishments in the United States"", ""Real estate companies established in 1955""]"
MCFT,MasterCraft Boat Holdings,United States,Industrials,Marine Transportation,
MCHP,Microchip Technologyorporated,United States,Technology,Semiconductors,
MCHX,Marchex Class B,United States,Consumer Discretionary,Business Services,
MCI,Barings Corporate Investors,United States,Finance,Trusts Except Educational Religious and Charitable,
MCK,McKesson Corporation,United States,Health Care,Other Pharmaceuticals,"[""Companies based in Irving, Texas"", ""Pharmaceutical companies of the United States"", ""American companies established in 1833"", ""1833 establishments in New York (state)"", ""Companies listed on the New York Stock Exchange"", ""Multinational companies headquartered in the United States"", ""Health care companies based in Texas""]"
MCN,Madison Covered Call & Equity Strategy Fund,United States,,,
MCO,Moody's Corporation,United States,Finance,Finance: Consumer Services,"[""Financial services companies established in 1909"", ""Credit rating agencies"", ""Multinational companies"", ""Financial services companies based in New York City"", ""1909 in economics"", ""1909 establishments in New York City""]"
MCR,MFS Charterome Trust,United States,Finance,Trusts Except Educational Religious and Charitable,
MCRB,Seres Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
MCRI,Monarch Casino & Resort,United States,Consumer Discretionary,Hotels/Resorts,
MCS,Marcus Corporation (The),United States,Consumer Discretionary,Movies/Entertainment,"[""Companies based in Milwaukee"", ""Movie theatre chains in the United States"", ""Economy of the Midwestern United States"", ""Economy of the Southwestern United States"", ""Companies listed on the New York Stock Exchange"", ""Entertainment companies established in 1935"", ""1935 establishments in Wisconsin"", ""Hospitality companies established in 1935""]"
MCVT,Mill City Ventures III Ltd.,United States,Finance,Finance Companies,
MCW,Mister Car Wash,United States,,,
MCY,Mercury General Corporation,United States,Finance,Property-Casualty Insurers,"[""Companies listed on the New York Stock Exchange"", ""Insurance companies of the United States"", ""American companies established in 1961"", ""Financial services companies established in 1961"", ""Companies based in Los Angeles"", ""Auto insurance in the United States""]"
MD,Pediatrix Medical Group,United States,Health Care,Hospital/Nursing Management,"[""Health care companies established in 1979"", ""Companies listed on the New York Stock Exchange"", ""1979 establishments in Florida"", ""Companies based in Broward County, Florida"", ""Health care companies based in Florida"", ""Sunrise, Florida"", ""1995 initial public offerings"", ""Life sciences industry"", ""Newborn screening""]"
MDB,MongoDB,United States,Technology,Computer Software: Prepackaged Software,"[""2017 initial public offerings"", ""Cloud computing providers"", ""Cloud infrastructure"", ""Companies based in New York City"", ""Free software companies"", ""NoSQL companies"", ""Software companies based in New York (state)"", ""Software companies of the United States""]"
MDC,M.D.C. Holdings,United States,Consumer Discretionary,Homebuilding,"[""Companies based in Denver"", ""Companies listed on the New York Stock Exchange""]"
MDGL,Madrigal Pharmaceuticals,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
MDLZ,Mondelez International,United States,Consumer Staples,Packaged Foods,"[""Mondelez International| "", ""2012 establishments in Illinois"", ""American chocolate companies"", ""American companies established in 2012"", ""Companies listed on the Nasdaq"", ""Confectionery companies of the United States"", ""Corporate spin-offs"", ""Food and drink companies based in Chicago"", ""Food and drink companies established in 2012"", ""Multinational companies headquartered in the United States"", ""Multinational food companies"", ""Snack food manufacturers of the United States""]"
MDRR,Medalist Diversified REIT,United States,Real Estate,Real Estate Investment Trusts,
MDRX,Veradigm,United States,Technology,EDP Services,"[""Companies based in Chicago"", ""Software companies based in Illinois"", ""Health care companies based in Illinois"", ""Companies listed on the Nasdaq"", ""Electronic health record software companies"", ""1999 initial public offerings"", ""Software companies of the United States""]"
MDT,Medtronic,United States,Health Care,Health Care Equipment,"[""Medtronic"", ""Companies listed on the New York Stock Exchange"", ""Health care companies of Ireland"", ""Health care companies established in 1949"", ""Private providers of NHS services"", ""Manufacturing companies based in Dublin (city)"", ""Tax inversions"", ""1949 establishments in Minnesota"", ""Medical device manufacturers"", ""American brands""]"
MDV,Modiv Class C,,,,
MDVL,MedAvail Holdings,United States,Consumer Staples,Retail-Drug Stores and Proprietary Stores,
MDWT,Midwest Holding,United States,Finance,Life Insurance,
MDXG,MiMedx Group,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
ME,23andMe Holding Co.,United States,Health Care,Precision Instruments,"[""Genetic genealogy companies"", ""Applied genetics"", ""American companies established in 2006"", ""Biotechnology companies of the United States"", ""Companies based in South San Francisco, California"", ""Technology companies based in the San Francisco Bay Area"", ""Biotechnology companies established in 2006"", ""2006 establishments in California"", ""American genealogy websites"", ""Biological databases"", ""GV companies"", ""Special-purpose acquisition companies"", ""Companies listed on the Nasdaq""]"
MEC,Mayville Engineering Company,United States,Industrials,Industrial Specialties,
MED,MEDIFAST INC,United States,Consumer Staples,Packaged Foods,"[""American companies established in 1980"", ""Companies listed on the New York Stock Exchange"", ""Companies based in Baltimore"", ""Low-carbohydrate diets"", ""Multi-level marketing companies"", ""Weight loss companies"", ""Nutritional supplement companies of the United States""]"
MEDP,Medpace Holdings,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch,"[""Contract research organizations"", ""Health care companies established in 1992"", ""Companies based in Cincinnati"", ""Companies listed on the Nasdaq"", ""2016 initial public offerings"", ""1992 establishments in Ohio""]"
MEDS,TRxADE HEALTH,United States,Health Care,Other Pharmaceuticals,
MEG,Montrose Environmental Group,United States,Consumer Discretionary,Professional Services,
MEI,Methode Electronics,United States,Technology,Electrical Products,"[""Electronics manufacturing"", ""Companies listed on the New York Stock Exchange"", ""1946 establishments in the United States"", ""Electrical connectors""]"
MEIP,MEI Pharma,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
MELI,MercadoLibre,Argentina,Consumer Discretionary,Business Services,"[""Online auction websites of Argentina"", ""EBay"", ""Portuguese-language websites"", ""Spanish-language websites"", ""Internet properties established in 1999"", ""Android (operating system) software"", ""IOS software"", ""2001 mergers and acquisitions"", ""2007 initial public offerings"", ""PayPal"", ""1999 establishments in Argentina"", ""Argentine brands""]"
MEOH,Methanex Corporation,Canada,,,"[""Companies listed on the Toronto Stock Exchange"", ""Companies listed on the Nasdaq"", ""Chemical companies of Canada"", ""Companies based in Vancouver""]"
MERC,Mercer International,Canada,Basic Materials,Paper,
MESA,Mesa Air Group,United States,Consumer Discretionary,Air Freight/Delivery Services,"[""Mesa Air Group| "", ""Airline holding companies of the United States"", ""Regional Airline Association members"", ""Companies based in Phoenix, Arizona"", ""Holding companies established in 1980"", ""Airlines established in 1980"", ""1980 establishments in Arizona"", ""Companies that filed for Chapter 11 bankruptcy in 2010"", ""Companies listed on the Nasdaq"", ""2018 initial public offerings"", ""American companies established in 1980""]"
MET,MetLife,United States,Finance,Life Insurance,"[""MetLife| "", ""Life insurance companies of the United States"", ""Financial services companies based in New York City"", ""Insurance companies based in New York City"", ""Multinational companies based in New York City"", ""Former mutual insurance companies"", ""American companies established in 1868"", ""Financial services companies established in 1868"", ""1868 establishments in New York (state)"", ""2000 initial public offerings"", ""Companies listed on the New York Stock Exchange""]"
META,Meta Platforms,United States,Technology,Computer Software: Programming Data Processing,"[""Meta Platforms| "", ""2004 establishments in Massachusetts"", ""2012 initial public offerings"", ""American companies established in 2004"", ""Companies based in Menlo Park, California"", ""Companies in the Nasdaq-100"", ""Companies in the PRISM network"", ""Companies listed on the Nasdaq"", ""Multinational companies headquartered in the United States"", ""Social media companies of the United States"", ""Software companies based in the San Francisco Bay Area"", ""Technology companies based in the San Francisco Bay Area"", ""Technology companies established in 2004"", ""Virtual reality companies"", ""Organizations designated as extremist by Russia""]"
